Restaurant Name,Location,Rating,Votes,Cost for Two,Online Order,Book Table,Restaurant Type,Service Type,Chain Name
"Burgess, Paul and Williams",Marathahalli,3.6,61577,437,No,No,Dessert Parlor,Dine-out,The Fatty Bao
Mason-Pacheco,Indiranagar,3.5,84732,2343,No,No,Delivery,Buffet,The Fatty Bao
"Walker, Rogers and Carlson",Jayanagar,2.4,14331,2398,No,Yes,Cafe,Delivery,Windmills Craftworks
Fernandez-Goodwin,Marathahalli,2.9,43666,4591,Yes,Yes,Dessert Parlor,Desserts,Brew and Barbeque
Butler LLC,HSR,3.6,5231,372,No,Yes,Cafe,Cafes,Empire
"Carter, Jimenez and Vega",Whitefield,3.8,135970,1924,No,Yes,Quick Bites,Desserts,The Fatty Bao
Morris-Rodriguez,JP Nagar,2.5,42321,3262,No,No,Quick Bites,Desserts,TBC Sky Lounge
Reid and Sons,Indiranagar,1.6,5260,4513,Yes,No,Delivery,Delivery,Biergarten
Wells and Sons,Koramangala,2.6,60304,5373,Yes,Yes,Cafe,Delivery,The Fatty Bao
Fox-Ochoa,Jayanagar,2.0,70788,895,Yes,Yes,Dessert Parlor,Buffet,Toit
Cannon-Calhoun,Indiranagar,4.1,142012,5155,Yes,Yes,Dessert Parlor,Buffet,TBC Sky Lounge
Coleman-Warren,Church Street,4.5,84873,3682,Yes,No,Cafe,Buffet,TBC Sky Lounge
"Torres, Mccormick and Henry",Whitefield,2.4,123584,3284,No,No,Casual Dining,Dine-out,The Fatty Bao
Patel-Jackson,MG Road,2.5,74569,5957,Yes,No,Casual Dining,Buffet,The Fatty Bao
"Crane, Buckley and Jones",BTM,4.2,28401,3904,Yes,Yes,Delivery,Dine-out,Truffles
"Castro, Murray and Jones",BTM,3.2,28570,5465,No,No,Quick Bites,Delivery,The Black Pearl
"Keller, Garrett and Boyle",MG Road,2.1,128411,5061,Yes,Yes,Quick Bites,Buffet,Nagarjuna
Hester-Morris,Marathahalli,3.3,148551,2104,Yes,No,Cafe,Buffet,Windmills Craftworks
"Powell, Martinez and White",BTM,4.4,9580,2833,No,Yes,Cafe,Dine-out,Empire
Terry Inc,Marathahalli,3.4,82065,5541,Yes,No,Delivery,Buffet,Empire
"Willis, Smith and Hernandez",MG Road,4.5,21357,1060,No,Yes,Delivery,Dine-out,Toit
Bell Group,HSR,3.3,31854,1561,Yes,No,Casual Dining,Delivery,The Fatty Bao
Logan-Johnson,Marathahalli,2.1,137527,4191,Yes,No,Delivery,Delivery,Windmills Craftworks
Jimenez PLC,Whitefield,3.0,77138,5743,No,No,Dessert Parlor,Cafes,Nagarjuna
Ross and Sons,HSR,2.0,137177,5811,Yes,No,Dessert Parlor,Desserts,Windmills Craftworks
Hubbard Group,Marathahalli,3.1,86563,1308,Yes,No,Casual Dining,Cafes,The Fatty Bao
Wilson and Sons,HSR,2.0,17586,245,No,Yes,Quick Bites,Delivery,Empire
Taylor PLC,Marathahalli,2.7,16029,5319,No,Yes,Casual Dining,Cafes,Empire
Smith Group,JP Nagar,2.7,3713,1778,No,No,Delivery,Desserts,Windmills Craftworks
"Mills, Brown and Sanchez",BTM,3.7,105724,2286,Yes,Yes,Dessert Parlor,Dine-out,The Black Pearl
Green-Leblanc,JP Nagar,2.5,68937,4817,Yes,Yes,Dessert Parlor,Desserts,The Fatty Bao
"Williams, Walker and Gonzalez",BTM,3.5,72686,5245,No,Yes,Quick Bites,Delivery,TBC Sky Lounge
Morgan Inc,JP Nagar,1.8,38411,1374,Yes,No,Casual Dining,Cafes,The Black Pearl
Mccoy PLC,Indiranagar,2.0,115271,3684,No,No,Cafe,Desserts,The Black Pearl
Harris-Hernandez,JP Nagar,3.5,98919,3358,No,No,Cafe,Desserts,Brew and Barbeque
"Brewer, Miller and Gonzalez",MG Road,1.8,56082,1560,No,Yes,Delivery,Desserts,Truffles
Johnson Ltd,Marathahalli,3.9,65687,5814,Yes,No,Cafe,Dine-out,Toit
Jennings Inc,BTM,4.5,90709,3674,Yes,Yes,Delivery,Cafes,Biergarten
Strong-Jenkins,Indiranagar,2.2,94641,4509,Yes,Yes,Dessert Parlor,Cafes,Brew and Barbeque
Sweeney-Strong,Whitefield,4.7,66531,4318,Yes,No,Casual Dining,Cafes,Truffles
Guerrero-Reyes,Jayanagar,1.7,66342,2446,Yes,Yes,Delivery,Desserts,Truffles
Turner and Sons,Marathahalli,2.1,143032,1051,Yes,No,Casual Dining,Desserts,Biergarten
Lopez-Contreras,HSR,4.5,34520,878,No,Yes,Casual Dining,Buffet,Toit
Brown-Williams,BTM,1.8,142638,2473,Yes,Yes,Cafe,Cafes,Biergarten
"White, Clark and Thompson",Church Street,4.0,96021,4429,Yes,No,Delivery,Delivery,The Black Pearl
"Mcfarland, Solis and Leon",JP Nagar,4.4,131481,1408,No,Yes,Quick Bites,Buffet,Toit
Burns Inc,Koramangala,3.6,132514,3552,Yes,Yes,Cafe,Cafes,Empire
Ramirez-Hansen,BTM,1.9,122235,4854,Yes,No,Casual Dining,Delivery,The Black Pearl
Jenkins Group,HSR,4.1,48679,2800,Yes,Yes,Casual Dining,Dine-out,Brew and Barbeque
"Weaver, Miller and Davis",Marathahalli,1.8,64689,2721,Yes,Yes,Cafe,Delivery,The Fatty Bao
"Wilson, Williamson and Castro",Koramangala,2.1,36821,4828,No,No,Quick Bites,Dine-out,Windmills Craftworks
Williams-Kirby,JP Nagar,2.1,77324,2324,No,No,Casual Dining,Buffet,Brew and Barbeque
Tanner-Stuart,Church Street,2.8,137122,3883,Yes,Yes,Dessert Parlor,Buffet,Biergarten
Rivera PLC,MG Road,3.5,113742,3041,No,Yes,Cafe,Desserts,Empire
Roberts Inc,Koramangala,1.8,55249,2315,Yes,No,Cafe,Delivery,The Black Pearl
"Edwards, Osborne and Henderson",MG Road,3.8,48880,4092,Yes,No,Dessert Parlor,Cafes,Brew and Barbeque
"Carter, Reyes and Jones",Church Street,2.8,8883,2840,Yes,No,Casual Dining,Dine-out,The Fatty Bao
Patel-Brennan,Marathahalli,2.7,26278,1732,No,No,Quick Bites,Buffet,Empire
"Fleming, Hill and Palmer",HSR,4.1,115093,5251,No,No,Delivery,Buffet,TBC Sky Lounge
Christensen-Leblanc,Koramangala,4.0,88582,4153,No,No,Casual Dining,Dine-out,Empire
"Mclaughlin, Davidson and Briggs",Whitefield,3.0,70621,4930,No,Yes,Quick Bites,Desserts,Biergarten
Grimes-Dunlap,Koramangala,4.6,137395,1825,Yes,Yes,Cafe,Delivery,The Black Pearl
"Rodriguez, Wilson and Estes",Koramangala,4.3,37093,3035,No,No,Quick Bites,Buffet,Toit
"Smith, Hunter and Fischer",HSR,2.2,45116,2668,No,Yes,Quick Bites,Dine-out,TBC Sky Lounge
Hardin-Beard,Jayanagar,1.8,64165,1462,No,Yes,Delivery,Dine-out,Brew and Barbeque
Adams and Sons,Whitefield,3.1,103307,5924,Yes,No,Delivery,Buffet,TBC Sky Lounge
Ramirez-Lopez,Whitefield,2.9,83465,1293,No,No,Cafe,Buffet,Nagarjuna
Hamilton PLC,Jayanagar,3.4,90939,4200,Yes,Yes,Dessert Parlor,Dine-out,TBC Sky Lounge
"Figueroa, Lowe and Gray",BTM,2.8,131463,213,No,Yes,Quick Bites,Dine-out,Truffles
Miller LLC,JP Nagar,1.7,79161,3766,Yes,No,Delivery,Dine-out,The Fatty Bao
"Miller, Green and Johnson",HSR,2.5,101411,5731,No,Yes,Cafe,Buffet,Biergarten
White LLC,HSR,2.9,135629,1071,No,Yes,Cafe,Delivery,The Fatty Bao
Phillips LLC,Indiranagar,2.1,33758,4907,No,No,Casual Dining,Buffet,The Fatty Bao
"Page, Peterson and Joyce",Jayanagar,4.2,79427,3681,No,Yes,Dessert Parlor,Buffet,Empire
Gonzalez-Berry,BTM,4.2,87844,4582,No,Yes,Quick Bites,Buffet,Empire
Hobbs-George,Jayanagar,4.5,20983,1431,Yes,No,Dessert Parlor,Cafes,TBC Sky Lounge
"Lozano, Henderson and Smith",MG Road,4.3,119282,3762,Yes,No,Cafe,Delivery,The Black Pearl
James and Sons,Marathahalli,3.1,13136,5109,No,No,Delivery,Cafes,Windmills Craftworks
Meyers Inc,Indiranagar,3.4,46862,2602,No,No,Casual Dining,Buffet,Brew and Barbeque
"Smith, Lee and Navarro",Koramangala,3.7,29287,3126,Yes,No,Quick Bites,Dine-out,The Black Pearl
Benson LLC,MG Road,1.8,37927,5384,No,No,Cafe,Cafes,Truffles
Payne-Jones,Church Street,2.4,137257,4861,No,Yes,Casual Dining,Cafes,Brew and Barbeque
Washington-Taylor,Indiranagar,2.0,26518,3328,Yes,No,Cafe,Buffet,The Fatty Bao
"Lawrence, Elliott and Walter",Indiranagar,2.1,67343,5548,Yes,No,Casual Dining,Dine-out,Nagarjuna
Watson and Sons,Koramangala,5.0,134762,4616,Yes,Yes,Cafe,Desserts,Truffles
Mitchell Ltd,JP Nagar,4.2,114552,2451,Yes,No,Dessert Parlor,Delivery,Nagarjuna
Kramer Inc,Jayanagar,4.7,74698,2433,Yes,No,Quick Bites,Delivery,The Fatty Bao
Baker PLC,HSR,2.5,121236,5107,No,Yes,Quick Bites,Dine-out,Toit
"Brown, Morrison and Gonzalez",BTM,2.3,75463,5191,No,No,Dessert Parlor,Cafes,Empire
"Lawrence, Hurst and Goodman",Jayanagar,3.2,146196,302,No,No,Cafe,Cafes,Truffles
"Graves, Johnson and Cuevas",HSR,3.1,130813,1925,Yes,No,Cafe,Buffet,Toit
Thompson Group,Church Street,4.9,127553,4798,No,Yes,Quick Bites,Desserts,Brew and Barbeque
Wright-Rodriguez,Koramangala,2.5,82673,3898,No,Yes,Quick Bites,Desserts,Nagarjuna
"Mitchell, Norton and Matthews",HSR,3.7,148093,3735,No,Yes,Cafe,Desserts,Truffles
Bennett Inc,JP Nagar,2.8,140936,1278,No,Yes,Casual Dining,Buffet,TBC Sky Lounge
Johnson-Mullins,JP Nagar,5.0,149627,2570,Yes,Yes,Delivery,Desserts,The Fatty Bao
"Garcia, Mullen and Black",BTM,4.1,109633,5109,No,No,Cafe,Delivery,Brew and Barbeque
Moore-Smith,MG Road,3.4,102815,2044,No,No,Delivery,Cafes,Truffles
Allen-Conley,HSR,4.7,46573,3477,No,Yes,Dessert Parlor,Cafes,Truffles
Powell Ltd,HSR,3.9,25784,3340,No,No,Delivery,Dine-out,Toit
Cooper Inc,Church Street,2.3,131963,859,No,Yes,Cafe,Desserts,TBC Sky Lounge
Maldonado LLC,HSR,3.5,123719,5806,Yes,No,Casual Dining,Desserts,The Fatty Bao
"Simmons, Tyler and Evans",MG Road,3.3,50612,1522,No,No,Quick Bites,Dine-out,Truffles
"Sanchez, Green and Bell",JP Nagar,2.6,76813,730,Yes,Yes,Dessert Parlor,Buffet,Truffles
Campbell-Moran,JP Nagar,3.9,116311,2181,Yes,No,Dessert Parlor,Delivery,Nagarjuna
"Smith, Rivera and Oneill",BTM,4.6,41760,2205,No,Yes,Casual Dining,Delivery,The Fatty Bao
Nguyen-Williams,MG Road,5.0,101018,776,No,No,Dessert Parlor,Delivery,Nagarjuna
"Guerra, Parker and Navarro",MG Road,4.0,114965,4138,Yes,No,Delivery,Delivery,Brew and Barbeque
"Hart, Webb and Garcia",Jayanagar,4.0,134112,5354,No,No,Casual Dining,Delivery,Biergarten
"Nelson, Hernandez and Stanton",Koramangala,4.2,29313,1584,No,No,Cafe,Dine-out,TBC Sky Lounge
Jordan-Ford,Marathahalli,2.2,25470,2903,Yes,No,Delivery,Dine-out,Windmills Craftworks
Davis-Fields,BTM,2.5,116578,2908,No,No,Dessert Parlor,Cafes,Nagarjuna
Nunez-Lee,Indiranagar,4.2,38813,4474,No,Yes,Quick Bites,Cafes,Nagarjuna
Wright-Frazier,BTM,4.0,80399,1496,No,No,Delivery,Cafes,Biergarten
"Ramirez, Ball and Morales",HSR,2.0,76643,3347,No,Yes,Casual Dining,Dine-out,Nagarjuna
Parks-Clarke,Koramangala,2.0,3173,2325,No,No,Delivery,Desserts,Biergarten
Cox and Sons,BTM,3.8,131369,2774,No,No,Delivery,Dine-out,Empire
Hill LLC,Marathahalli,2.1,99591,316,Yes,No,Quick Bites,Cafes,TBC Sky Lounge
Garcia-Koch,JP Nagar,2.0,31360,5524,Yes,No,Delivery,Buffet,Nagarjuna
Bean Group,Indiranagar,4.4,137404,2070,Yes,No,Casual Dining,Buffet,The Black Pearl
Riley-Johnson,BTM,3.3,71175,4732,Yes,Yes,Delivery,Desserts,Empire
Delacruz-Mejia,JP Nagar,2.4,47899,5850,Yes,Yes,Delivery,Dine-out,Toit
Taylor-Bennett,Church Street,2.4,72748,948,Yes,Yes,Quick Bites,Desserts,Windmills Craftworks
Dixon-Montes,Indiranagar,2.2,63957,4997,No,No,Casual Dining,Desserts,Toit
Schultz-Brown,BTM,4.3,19160,1809,No,Yes,Delivery,Delivery,Truffles
"Harris, Blackburn and Lam",JP Nagar,1.8,56369,5101,No,No,Dessert Parlor,Delivery,Nagarjuna
Lopez Group,Jayanagar,4.5,29245,3826,Yes,No,Casual Dining,Cafes,The Fatty Bao
Ross Group,Church Street,2.4,46286,2892,No,No,Cafe,Cafes,Empire
"Gonzales, Callahan and Soto",JP Nagar,2.7,147142,4321,No,No,Casual Dining,Dine-out,Truffles
"Erickson, Smith and Powell",Indiranagar,2.6,133584,4054,No,Yes,Quick Bites,Delivery,The Fatty Bao
Villegas and Sons,Koramangala,1.8,116191,3005,Yes,Yes,Casual Dining,Dine-out,TBC Sky Lounge
"Gallagher, Smith and Johnson",Koramangala,3.3,83900,4545,No,Yes,Cafe,Desserts,TBC Sky Lounge
Jones LLC,Church Street,3.9,84883,1481,Yes,No,Quick Bites,Dine-out,Nagarjuna
Gross-Smith,HSR,2.6,135398,4081,No,No,Quick Bites,Cafes,Truffles
Green-Morales,Koramangala,2.8,80286,2933,No,No,Delivery,Cafes,The Fatty Bao
"Garcia, Lynn and Chapman",Church Street,2.9,109356,246,No,Yes,Delivery,Cafes,Biergarten
"Acosta, Sutton and Bass",Marathahalli,4.2,5116,5969,Yes,Yes,Cafe,Cafes,Brew and Barbeque
Howell Inc,Indiranagar,2.6,100255,2868,Yes,Yes,Dessert Parlor,Desserts,Truffles
"Gamble, French and Lang",Koramangala,1.9,63747,1514,No,No,Dessert Parlor,Buffet,Toit
"Perez, Mcintyre and Welch",Jayanagar,3.9,127684,2246,No,No,Casual Dining,Delivery,Toit
Vargas Ltd,BTM,2.5,96858,3789,No,Yes,Delivery,Dine-out,The Black Pearl
Murphy Group,BTM,4.9,108479,1443,Yes,No,Dessert Parlor,Dine-out,Empire
"Graham, Gonzales and Smith",Whitefield,3.0,85951,4891,No,No,Casual Dining,Dine-out,The Black Pearl
Green-Jones,BTM,4.9,94704,3852,Yes,Yes,Cafe,Buffet,TBC Sky Lounge
Adams PLC,Marathahalli,2.8,52172,5751,No,No,Dessert Parlor,Delivery,Biergarten
Underwood-Phillips,Whitefield,3.7,112032,3446,No,Yes,Dessert Parlor,Delivery,Empire
"Robbins, Smith and Marshall",BTM,1.6,114621,462,No,No,Cafe,Desserts,Brew and Barbeque
Duncan-Jones,Whitefield,4.1,148201,954,Yes,Yes,Dessert Parlor,Delivery,Nagarjuna
Diaz and Sons,Marathahalli,3.6,50050,798,No,No,Delivery,Buffet,Biergarten
"West, Chandler and Smith",BTM,1.8,89089,3919,No,Yes,Delivery,Desserts,Windmills Craftworks
"Sanchez, Blair and Anderson",Indiranagar,3.7,102232,354,Yes,Yes,Cafe,Buffet,Biergarten
Johnson-Thompson,Koramangala,4.5,85631,4561,No,Yes,Dessert Parlor,Cafes,Nagarjuna
"Stanton, Graham and Brown",HSR,2.2,38881,1888,No,Yes,Casual Dining,Delivery,Empire
"Carlson, Erickson and Cherry",Church Street,4.8,10352,1243,No,Yes,Cafe,Cafes,TBC Sky Lounge
"Merritt, Bailey and Wong",JP Nagar,2.2,42815,3675,No,Yes,Quick Bites,Cafes,Toit
Ford Group,HSR,4.6,115259,1208,No,Yes,Delivery,Dine-out,The Fatty Bao
Glass Group,Indiranagar,3.1,104652,1827,Yes,No,Dessert Parlor,Delivery,The Black Pearl
"Moon, Martin and Thompson",HSR,3.3,135406,1196,Yes,Yes,Casual Dining,Buffet,Nagarjuna
Morales and Sons,BTM,4.1,83078,3600,Yes,Yes,Casual Dining,Desserts,Brew and Barbeque
Martinez Ltd,Marathahalli,2.4,29368,3943,Yes,Yes,Delivery,Buffet,The Fatty Bao
"Martin, Leblanc and Newton",Whitefield,2.7,81269,734,No,No,Quick Bites,Delivery,The Fatty Bao
"Gordon, Lawson and Harvey",Marathahalli,1.6,72025,5503,No,Yes,Quick Bites,Dine-out,Biergarten
Park-Richard,Church Street,1.5,135963,1475,Yes,No,Casual Dining,Delivery,Nagarjuna
"Davis, Elliott and Moody",JP Nagar,4.5,76840,3244,No,Yes,Delivery,Dine-out,Biergarten
"Walker, Moss and Murphy",MG Road,4.9,47619,3190,Yes,Yes,Casual Dining,Buffet,TBC Sky Lounge
"Murray, Dyer and Johnston",Koramangala,2.9,97837,2372,No,Yes,Casual Dining,Cafes,Toit
Ortiz-Austin,Marathahalli,1.6,37848,3539,Yes,No,Dessert Parlor,Desserts,Biergarten
"Graham, Rivera and Green",HSR,1.9,91410,2024,Yes,No,Casual Dining,Delivery,Truffles
Roach LLC,Marathahalli,4.9,140709,3807,Yes,Yes,Cafe,Buffet,Truffles
Long LLC,Koramangala,1.9,141564,3194,Yes,No,Delivery,Desserts,TBC Sky Lounge
Combs-Murphy,HSR,2.3,34038,1368,Yes,Yes,Casual Dining,Buffet,Windmills Craftworks
"Bryan, Graves and Lopez",Church Street,1.9,59313,2253,Yes,No,Cafe,Buffet,Nagarjuna
Farmer-Hess,MG Road,3.3,69930,1278,No,No,Cafe,Dine-out,Nagarjuna
Gillespie-Bennett,Indiranagar,4.1,100943,5376,Yes,Yes,Quick Bites,Delivery,Biergarten
"Clark, Ibarra and Stewart",Indiranagar,4.4,62355,1526,No,No,Casual Dining,Desserts,Truffles
Bailey-Griffith,Marathahalli,4.5,49227,5350,No,No,Quick Bites,Buffet,Nagarjuna
Scott-Davis,Koramangala,3.4,30895,2488,No,No,Quick Bites,Cafes,Brew and Barbeque
Stewart-Mullins,Marathahalli,4.2,119630,5633,Yes,No,Dessert Parlor,Cafes,The Black Pearl
Williams Group,BTM,3.0,6672,4650,Yes,Yes,Quick Bites,Buffet,The Black Pearl
"Shepherd, Strickland and Knight",Whitefield,3.4,77529,1234,No,No,Delivery,Buffet,Empire
"Rose, Odom and Gray",Whitefield,4.9,132320,1695,No,Yes,Quick Bites,Dine-out,Toit
"Thomas, Wu and Stephens",JP Nagar,4.1,92792,4505,Yes,Yes,Dessert Parlor,Cafes,Empire
Christensen LLC,JP Nagar,3.9,139174,1566,No,Yes,Casual Dining,Dine-out,Nagarjuna
Buck PLC,JP Nagar,4.5,39869,4630,No,Yes,Cafe,Delivery,The Fatty Bao
Sutton-Murray,Koramangala,2.9,136783,3650,No,No,Cafe,Dine-out,Windmills Craftworks
"Roberts, Williams and Richards",Indiranagar,1.8,145698,5673,No,Yes,Dessert Parlor,Desserts,The Black Pearl
Keller-Carter,Indiranagar,4.1,36789,1377,No,Yes,Quick Bites,Buffet,Biergarten
"Clark, Graham and Burke",Jayanagar,2.9,50701,2236,No,Yes,Quick Bites,Cafes,Biergarten
Wilson-Walls,Jayanagar,1.9,39815,1886,No,Yes,Cafe,Cafes,Toit
Greer-Garcia,Whitefield,3.3,137436,1040,No,Yes,Delivery,Cafes,The Black Pearl
Ramirez PLC,MG Road,4.1,119119,1458,Yes,No,Cafe,Delivery,The Fatty Bao
Wright-Donovan,Koramangala,1.9,122306,3689,Yes,No,Cafe,Dine-out,Empire
Meadows Ltd,Whitefield,1.8,95050,2176,No,No,Delivery,Delivery,The Black Pearl
Goodman Ltd,Koramangala,4.4,72326,2261,No,No,Cafe,Cafes,The Black Pearl
Johnson-Schneider,Indiranagar,1.9,127293,2188,No,Yes,Dessert Parlor,Buffet,Windmills Craftworks
Baker LLC,Whitefield,5.0,127900,4793,No,No,Casual Dining,Desserts,The Black Pearl
Oliver-Brooks,Church Street,4.4,25851,4915,Yes,Yes,Quick Bites,Cafes,Nagarjuna
Lawson-Wagner,Church Street,3.0,103227,526,No,No,Delivery,Desserts,Empire
Dixon Ltd,Indiranagar,4.8,113203,5681,Yes,Yes,Dessert Parlor,Dine-out,Toit
Bradford and Sons,BTM,1.8,108051,432,No,No,Cafe,Cafes,Brew and Barbeque
"Dixon, Sims and Gallegos",JP Nagar,2.5,12540,2858,No,No,Quick Bites,Dine-out,Empire
"Roberson, Myers and Hall",MG Road,3.8,105213,3055,Yes,No,Casual Dining,Cafes,Brew and Barbeque
Hill-Robinson,Church Street,3.4,59666,2793,No,Yes,Casual Dining,Buffet,Brew and Barbeque
Kelley-Smith,Church Street,3.2,48819,3335,Yes,No,Delivery,Cafes,Brew and Barbeque
"Morrow, Olsen and Vega",Marathahalli,4.6,41747,1580,No,Yes,Casual Dining,Dine-out,Nagarjuna
Allen LLC,Koramangala,4.7,146937,2626,Yes,No,Dessert Parlor,Delivery,TBC Sky Lounge
Johnson LLC,Whitefield,1.8,106083,2357,Yes,No,Dessert Parlor,Cafes,The Fatty Bao
Fischer-Gonzalez,HSR,4.7,27174,2607,Yes,No,Quick Bites,Buffet,Toit
Schmidt Inc,JP Nagar,3.4,71781,415,No,Yes,Quick Bites,Dine-out,TBC Sky Lounge
Camacho Inc,Marathahalli,3.8,56624,1390,Yes,No,Quick Bites,Delivery,Nagarjuna
Martinez Group,Marathahalli,4.4,108675,4757,Yes,No,Quick Bites,Desserts,Nagarjuna
Bennett-Wall,Jayanagar,3.7,101486,2342,No,No,Delivery,Cafes,Brew and Barbeque
"Hall, Olson and Sanchez",JP Nagar,2.6,93614,831,Yes,No,Quick Bites,Desserts,Nagarjuna
Ortiz Ltd,HSR,1.8,133035,4097,No,Yes,Dessert Parlor,Dine-out,Brew and Barbeque
Parrish-Johnson,MG Road,4.4,58720,4011,No,Yes,Delivery,Desserts,Truffles
"Huerta, Petersen and Taylor",Marathahalli,3.6,16959,1603,Yes,No,Dessert Parlor,Delivery,Brew and Barbeque
Riley Inc,Marathahalli,4.5,38775,722,No,Yes,Cafe,Desserts,Windmills Craftworks
"Garrison, Davis and Davis",Indiranagar,4.0,128672,3729,Yes,No,Quick Bites,Buffet,Windmills Craftworks
"Kane, Barker and Perez",MG Road,3.9,79875,2907,Yes,No,Quick Bites,Desserts,Nagarjuna
Sandoval Group,BTM,4.5,13896,3135,Yes,Yes,Dessert Parlor,Delivery,Empire
Torres Group,Jayanagar,4.1,51028,2238,Yes,Yes,Casual Dining,Buffet,The Black Pearl
Schultz-Taylor,BTM,1.8,105799,4902,No,No,Delivery,Buffet,Biergarten
Blankenship-Johnson,BTM,2.1,81588,3109,Yes,No,Cafe,Buffet,The Black Pearl
Smith-Douglas,HSR,2.4,52597,2056,No,Yes,Cafe,Buffet,The Black Pearl
Stephens-Garrett,MG Road,2.4,15974,4763,Yes,No,Casual Dining,Dine-out,Toit
Lewis-Parker,MG Road,1.5,85694,3351,No,Yes,Dessert Parlor,Desserts,Brew and Barbeque
Lewis Group,Whitefield,4.8,49419,5414,No,Yes,Dessert Parlor,Dine-out,Brew and Barbeque
Carr-Rogers,Whitefield,4.6,40556,5112,No,Yes,Delivery,Dine-out,Empire
Roberts-Williams,HSR,4.4,116691,448,Yes,Yes,Cafe,Cafes,The Black Pearl
Murray-Ramsey,BTM,3.9,135928,1571,Yes,No,Quick Bites,Desserts,Biergarten
"Johnson, Gates and Adams",Church Street,4.7,119198,5594,No,No,Casual Dining,Desserts,The Black Pearl
Davis Ltd,BTM,2.4,37072,2161,No,Yes,Delivery,Delivery,Brew and Barbeque
Carter PLC,Indiranagar,4.7,125950,5603,Yes,Yes,Cafe,Desserts,Nagarjuna
"Chase, Keller and Frazier",Church Street,4.0,136763,3429,Yes,No,Cafe,Dine-out,Truffles
"Wu, Rice and Richards",JP Nagar,2.5,111767,3511,No,No,Casual Dining,Buffet,Toit
Clark LLC,Marathahalli,1.9,147139,4165,No,No,Delivery,Cafes,Toit
"Bass, Adams and Mccullough",MG Road,4.4,49313,930,No,Yes,Cafe,Delivery,Empire
"Jordan, Steele and Herman",Indiranagar,1.7,79425,3353,Yes,No,Dessert Parlor,Delivery,The Fatty Bao
Stephens Group,MG Road,3.3,46747,4367,No,Yes,Quick Bites,Delivery,Truffles
Nelson PLC,HSR,4.6,83977,797,Yes,No,Quick Bites,Desserts,Nagarjuna
"Taylor, Moore and Meza",Indiranagar,1.7,100014,1887,Yes,No,Casual Dining,Dine-out,Brew and Barbeque
Wilson and Sons,HSR,5.0,59876,3245,No,Yes,Quick Bites,Dine-out,Nagarjuna
Lee Ltd,JP Nagar,3.7,67691,3663,No,Yes,Cafe,Buffet,Toit
Parker-Collier,Jayanagar,4.4,98872,2478,Yes,No,Cafe,Desserts,Toit
Smith-Hunter,Jayanagar,1.6,117746,1255,Yes,Yes,Casual Dining,Delivery,Biergarten
Cruz Ltd,Marathahalli,1.7,140765,2881,Yes,No,Delivery,Cafes,Empire
Smith Group,Koramangala,2.5,149460,2342,Yes,Yes,Delivery,Dine-out,The Black Pearl
"Bruce, Green and Riley",MG Road,4.5,52645,1241,Yes,No,Delivery,Delivery,The Black Pearl
Glover-Fitzgerald,JP Nagar,1.6,101738,1711,Yes,Yes,Quick Bites,Buffet,Nagarjuna
"Baker, Parker and Tran",BTM,3.0,37433,3821,Yes,Yes,Quick Bites,Cafes,Toit
Anderson and Sons,Church Street,1.5,40042,2996,No,Yes,Cafe,Buffet,TBC Sky Lounge
"Jones, Burch and Ochoa",Indiranagar,2.9,40143,2590,Yes,Yes,Quick Bites,Dine-out,Brew and Barbeque
Lawrence Inc,Marathahalli,1.6,115492,768,Yes,No,Dessert Parlor,Dine-out,Biergarten
Brown Inc,MG Road,4.9,14877,1112,Yes,No,Dessert Parlor,Desserts,Toit
"Howell, Thompson and Weber",Church Street,4.0,84330,3234,Yes,Yes,Casual Dining,Dine-out,Toit
Kirby-Wood,Jayanagar,1.5,15323,3374,Yes,Yes,Casual Dining,Desserts,Empire
Beard-Miller,Whitefield,1.6,124902,4881,No,No,Dessert Parlor,Buffet,Truffles
Chen Ltd,JP Nagar,3.9,65557,3027,No,No,Quick Bites,Buffet,Empire
Johnson-Atkinson,BTM,2.3,75209,5419,Yes,No,Cafe,Dine-out,Brew and Barbeque
Hunt PLC,Indiranagar,3.0,78615,1379,Yes,No,Delivery,Desserts,TBC Sky Lounge
Jones Ltd,Jayanagar,1.9,92531,1904,No,No,Delivery,Buffet,Truffles
"Hunter, Fields and Wilson",Marathahalli,4.8,121518,3178,No,No,Delivery,Dine-out,Empire
"Meyer, Murray and Davis",JP Nagar,2.4,50070,4856,Yes,No,Delivery,Desserts,The Fatty Bao
Brown-Roth,BTM,3.8,55981,3418,Yes,No,Casual Dining,Desserts,Truffles
Holt Ltd,Koramangala,4.7,108044,616,Yes,Yes,Cafe,Desserts,Biergarten
Mayo and Sons,Jayanagar,4.8,113199,1677,No,Yes,Quick Bites,Buffet,Nagarjuna
Hinton Ltd,HSR,2.5,147692,1476,No,Yes,Quick Bites,Buffet,Brew and Barbeque
Carson-Walker,Marathahalli,2.4,34234,4186,No,Yes,Casual Dining,Delivery,The Black Pearl
"Schroeder, Davis and Prince",Indiranagar,1.5,13838,2915,Yes,No,Cafe,Dine-out,Biergarten
Smith Ltd,JP Nagar,2.6,17317,3173,No,No,Delivery,Cafes,Biergarten
Clark Group,Koramangala,2.6,147305,1509,Yes,Yes,Delivery,Delivery,Empire
Escobar PLC,Church Street,2.9,147246,4724,No,No,Quick Bites,Delivery,Biergarten
